name,link,score,location,date,state,city,address,map links,views,likes,cLink,cust_Score,num_Revs
Pop's Pizzas,https://onebite.app/restaurant/pops-pizzas-new-york-ny-54e3076e/review/f03869a0-f77b-42cf-bf39-6a72a1590064,7.5,"New York, NY",2020-09-03 22:00:00.000000,NY,New York,"301 West 57th St, New York, NY",https://google.com/maps/dir/?api=1&destination=Pop's%2BPizzas%2C%2B301%2BWest%2B57th%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10019,6033,318,https://onebite.app/restaurant/pops-pizzas-new-york-ny-54e3076e,7.9,9.0
La Capannina,https://onebite.app/restaurant/la-capannina-wainscott-ny-6d01ebb1/review/741a6565-af73-4b3c-919d-4bc21b7b9d09,7.6,"Wainscott, NY",2020-09-02 22:00:00.000000,NY,Wainscott,"364 Montauk Hwy, Wainscott, NY",https://google.com/maps/dir/?api=1&destination=La%2BCapannina%2C%2B364%2BMontauk%2BHwy%2C%2BWainscott%2C%2BNY%2C%2B11975,5815,328,https://onebite.app/restaurant/la-capannina-wainscott-ny-6d01ebb1,7.9,14.0
Sam's Restaurant,https://onebite.app/restaurant/sams-restaurant-east-hampton-ny-df78189b/review/c359aa63-18bd-40ed-acfa-d8e637fa6785,7.8,"East Hampton, NY",2020-09-01 22:00:00.000000,NY,East Hampton,"36 Newtown Ln, East Hampton, NY",https://google.com/maps/dir/?api=1&destination=Sam's%2BRestaurant%2C%2B36%2BNewtown%2BLn%2C%2BEast%2BHampton%2C%2BNY%2C%2B11937,6282,329,https://onebite.app/restaurant/sams-restaurant-east-hampton-ny-df78189b,7.2,7.0
Villa Milano ,https://onebite.app/restaurant/villa-milano-manhasset-ny-c73f8251/review/f45fdf41-2083-450c-bf0c-e41ae5d6b37b,7.1,"Manhasset, NY",2020-08-26 22:00:00.000000,NY,Manhasset,"168 Plandome Rd, Manhasset, NY",https://google.com/maps/dir/?api=1&destination=Villa%2BMilano%2B%2C%2B168%2BPlandome%2BRd%2C%2BManhasset%2C%2BNY%2C%2B11030,6558,513,https://onebite.app/restaurant/villa-milano-manhasset-ny-c73f8251,7.8,14.0
Salvatore's Coal Oven Pizzer...,https://onebite.app/restaurant/salvatores-coal-oven-pizzeria-port-washington-ny-fa869fcd/review/3b22741a-0aa2-4065-a81e-16aee0d2db85,7.6,"Port Washington, NY",2020-08-25 22:00:00.000000,NY,Port Washington,"124 Shore Rd, Port Washington, NY",https://google.com/maps/dir/?api=1&destination=Salvatore's%2BCoal%2BOven%2BPizzeria%2C%2B124%2BShore%2BRd%2C%2BPort%2BWashington%2C%2BNY%2C%2B11050,7894,499,https://onebite.app/restaurant/salvatores-coal-oven-pizzeria-port-washington-ny-fa869fcd,8.8,50.0
Pennachio's,https://onebite.app/restaurant/pennachios-manorville-ny-7ba6a187/review/f285c697-7a93-4859-b040-3ee9fa55d81b,7.5,"Manorville, NY",2020-08-24 22:00:00.000000,NY,Manorville,"460 County Road 111, Manorville, NY",https://google.com/maps/dir/?api=1&destination=Pennachio's%2C%2B460%2BCounty%2BRoad%2B111%2C%2BManorville%2C%2BNY%2C%2B11949,6134,404,https://onebite.app/restaurant/pennachios-manorville-ny-7ba6a187,7.6,8.0
P&G Pizza and Deli,https://onebite.app/restaurant/pandg-pizza-and-deli-southampton-ny-2ed70db0/review/d35c1555-b20f-4d48-b163-76deff1a2194,7.1,"Southampton, NY",2020-08-21 22:00:00.000000,NY,Southampton,"20 County Rd 39, Southampton, NY",https://google.com/maps/dir/?api=1&destination=P%26G%2BPizza%2Band%2BDeli%2C%2B20%2BCounty%2BRd%2B39%2C%2BSouthampton%2C%2BNY%2C%2B11968,5980,460,https://onebite.app/restaurant/pandg-pizza-and-deli-southampton-ny-2ed70db0,7.4,10.0
Cittanuova,https://onebite.app/restaurant/cittanuova-east-hampton-ny-e196a752/review/1e1dbb48-bbdb-49fb-a61d-c7b93afc72a2,6.7,"East Hampton, NY",2020-08-20 22:08:00.000000,NY,East Hampton,"29 Newtown Ln, East Hampton, NY",https://google.com/maps/dir/?api=1&destination=Cittanuova%2C%2B29%2BNewtown%2BLn%2C%2BEast%2BHampton%2C%2BNY%2C%2B11937,5245,421,https://onebite.app/restaurant/cittanuova-east-hampton-ny-e196a752,6.7,6.0
Fierro's Pizza,https://onebite.app/restaurant/fierros-pizza-east-hampton-ny-f85ede2a/review/b50eb492-5c4c-47c8-a524-98d019a74675,7.4,"East Hampton, NY",2020-08-19 22:00:00.000000,NY,East Hampton,"104 Park Pl, East Hampton, NY",https://google.com/maps/dir/?api=1&destination=Fierro's%2BPizza%2C%2B104%2BPark%2BPl%2C%2BEast%2BHampton%2C%2BNY%2C%2B11937,5834,335,https://onebite.app/restaurant/fierros-pizza-east-hampton-ny-f85ede2a,7.3,12.0
Springs Pizza,https://onebite.app/restaurant/springs-pizza-east-hampton-ny-9320c5b9/review/edb3d143-d8d8-4a0e-aafa-677ac074faf1,5.8,"East Hampton, NY",2020-08-18 22:00:00.000000,NY,East Hampton,"841 Springs Fireplace Rd, East Hampton, NY",https://google.com/maps/dir/?api=1&destination=Springs%2BPizza%2C%2B841%2BSprings%2BFireplace%2BRd%2C%2BEast%2BHampton%2C%2BNY%2C%2B11937,5815,521,https://onebite.app/restaurant/springs-pizza-east-hampton-ny-9320c5b9,7.4,3.0
Pepperoni's,https://onebite.app/restaurant/pepperonis-east-hampton-ny-d593ca4f/review/4f75dbfc-ccc2-43d0-96f7-a0755e49dd5c,6.7,"East Hampton, NY",2020-08-17 22:00:00.000000,NY,East Hampton,"281 Springs Fireplace Rd, East Hampton, NY",https://google.com/maps/dir/?api=1&destination=Pepperoni's%2C%2B281%2BSprings%2BFireplace%2BRd%2C%2BEast%2BHampton%2C%2BNY%2C%2B11937,6435,560,https://onebite.app/restaurant/pepperonis-east-hampton-ny-d593ca4f,6.3,4.0
Astro's Pizza,https://onebite.app/restaurant/astros-pizza-amagansett-ny-e22dd0e2/review/5f29dfee-9ea2-4949-bc7a-3bdf11d9efeb,6.8,"Amagansett, NY",2020-08-13 22:00:00.000000,NY,Amagansett,"237 Main St, Amagansett, NY",https://google.com/maps/dir/?api=1&destination=Astro's%2BPizza%2C%2B237%2BMain%2BSt%2C%2BAmagansett%2C%2BNY%2C%2B11930,6084,931,https://onebite.app/restaurant/astros-pizza-amagansett-ny-e22dd0e2,6.8,6.0
Best Pizza & Dive Bar,https://onebite.app/restaurant/best-pizza-and-dive-bar-amagansett-ny-0b77172b/review/c2609e36-bff3-4d4b-8bcf-2355cdd50170,8.4,"Amagansett, NY",2020-08-12 22:00:00.000000,NY,Amagansett,"2095 Montauk Hwy, Amagansett, NY",https://google.com/maps/dir/?api=1&destination=Best%2BPizza%2B%26%2BDive%2BBar%2C%2B2095%2BMontauk%2BHwy%2C%2BAmagansett%2C%2BNY%2C%2B11930,7896,755,https://onebite.app/restaurant/best-pizza-and-dive-bar-amagansett-ny-0b77172b,8.4,36.0
Pizza Village,https://onebite.app/restaurant/pizza-village-montauk-ny-942a11e4/review/dae7843f-005e-4cc1-af7a-16c36f548eb9,7.3,"Montauk, NY",2020-08-11 22:00:00.000000,NY,Montauk,"700 Montauk Hwy, Montauk, NY",https://google.com/maps/dir/?api=1&destination=Pizza%2BVillage%2C%2B700%2BMontauk%2BHwy%2C%2BMontauk%2C%2BNY%2C%2B11954,5385,428,https://onebite.app/restaurant/pizza-village-montauk-ny-942a11e4,6.6,19.0
Sausages Pizza & Pastabiliti...,https://onebite.app/restaurant/sausages-pizza-and-pastabilities-montauk-ny-333cebfc/review/d7489112-3e0d-4fdf-bd16-7a1baaf04736,6.1,"Montauk, NY",2020-08-10 22:00:00.000000,NY,Montauk,"781 Montauk Hwy, Montauk, NY",https://google.com/maps/dir/?api=1&destination=Sausages%2BPizza%2B%26%2BPastabilities%2C%2B781%2BMontauk%2BHwy%2C%2BMontauk%2C%2BNY%2C%2B11954,5320,610,https://onebite.app/restaurant/sausages-pizza-and-pastabilities-montauk-ny-333cebfc,7.0,10.0
Moby's,https://onebite.app/restaurant/mobys-east-hampton-ny-589843e7/review/82d36a8e-0350-45e7-950a-ad4308d566ae,7.9,"East Hampton, NY",2020-11-20 20:45:16.827840,NY,East Hampton,"341 Pantigo Rd, East Hampton, NY",https://google.com/maps/dir/?api=1&destination=Moby's%2C%2B341%2BPantigo%2BRd%2C%2BEast%2BHampton%2C%2BNY%2C%2B11937,5584,805,https://onebite.app/restaurant/mobys-east-hampton-ny-589843e7,7.9,4.0
Colombo's Cafe & Pastries,https://onebite.app/restaurant/colombos-cafe-and-pastries-hyannis-ma-c45c499b/review/df75bdbc-e352-486c-bbb5-940f0c4fcb27,7.4,"Hyannis, MA",2020-08-06 22:00:00.000000,MA,Hyannis,"544 Main St, Hyannis, MA",https://google.com/maps/dir/?api=1&destination=Colombo's%2BCafe%2B%26%2BPastries%2C%2B544%2BMain%2BSt%2C%2BHyannis%2C%2BMA%2C%2B02601,5059,802,https://onebite.app/restaurant/colombos-cafe-and-pastries-hyannis-ma-c45c499b,7.7,9.0
Craigville Pizza & Mexican,https://onebite.app/restaurant/craigville-pizza-and-mexican-centerville-ma-614984ea/review/d56a959a-7e2a-4c63-a37d-c812eaba3e9c,5.9,"Centerville, MA",2020-08-05 22:00:00.000000,MA,Centerville,"618 Craigville Beach Rd, Centerville, MA",https://google.com/maps/dir/?api=1&destination=Craigville%2BPizza%2B%26%2BMexican%2C%2B618%2BCraigville%2BBeach%2BRd%2C%2BCenterville%2C%2BMA%2C%2B02632,17893,1109,https://onebite.app/restaurant/craigville-pizza-and-mexican-centerville-ma-614984ea,6.7,6.0
Jack's Pizza Hyannis,https://onebite.app/restaurant/jacks-pizza-hyannis-hyannis-ma-ce3af985/review/10397c32-19af-4d54-9b9c-ce0bf7a4b516,5.8,"Hyannis, MA",2020-08-04 22:00:00.000000,MA,Hyannis,"373 W Main St, Hyannis, MA",https://google.com/maps/dir/?api=1&destination=Jack's%2BPizza%2BHyannis%2C%2B373%2BW%2BMain%2BSt%2C%2BHyannis%2C%2BMA%2C%2B02601,5170,803,https://onebite.app/restaurant/jacks-pizza-hyannis-hyannis-ma-ce3af985,5.7,6.0
Main Street Pizza Company,https://onebite.app/restaurant/main-street-pizza-company-farmingdale-ny-3d49a2cc/review/e24635a8-929e-4b3a-ad1e-8daea32e4aba,7.1,"Farmingdale, NY",2020-08-03 22:00:00.000000,NY,Farmingdale,"302 Main St, Farmingdale, NY",https://google.com/maps/dir/?api=1&destination=Main%2BStreet%2BPizza%2BCompany%2C%2B302%2BMain%2BSt%2C%2BFarmingdale%2C%2BNY%2C%2B11735,5888,693,https://onebite.app/restaurant/main-street-pizza-company-farmingdale-ny-3d49a2cc,7.2,9.0
B & B Pizza,https://onebite.app/restaurant/b-and-b-pizza-hyannis-ma-0faa8d10/review/ab410b92-cc46-42fc-8625-aafecc38e9ec,6.1,"Hyannis, MA",2020-07-30 22:00:00.000000,MA,Hyannis,"10 Seaboard Ln, Hyannis, MA",https://google.com/maps/dir/?api=1&destination=B%2B%26%2BB%2BPizza%2C%2B10%2BSeaboard%2BLn%2C%2BHyannis%2C%2BMA%2C%2B02601,18069,1166,https://onebite.app/restaurant/b-and-b-pizza-hyannis-ma-0faa8d10,7.1,5.0
New England Pizza House No 1,https://onebite.app/restaurant/new-england-pizza-house-no-1-hyannis-ma-832c82c2/review/11913e7a-a2b9-4fea-abca-240e731b1dcd,7.2,"Hyannis, MA",2020-07-29 22:00:00.000000,MA,Hyannis,"187 W Main St, Hyannis, MA",https://google.com/maps/dir/?api=1&destination=New%2BEngland%2BPizza%2BHouse%2BNo%2B1%2C%2B187%2BW%2BMain%2BSt%2C%2BHyannis%2C%2BMA%2C%2B02601,6267,716,https://onebite.app/restaurant/new-england-pizza-house-no-1-hyannis-ma-832c82c2,7.0,8.0
Torino Restaurant and Bar,https://onebite.app/restaurant/torino-restaurant-and-bar-hyannis-ma-b11be685/review/c92a7ab3-9825-4efc-9984-dc9a1a1ecb09,6.3,"Hyannis, MA",2020-07-28 22:00:00.000000,MA,Hyannis,"415 Main St, Hyannis, MA",https://google.com/maps/dir/?api=1&destination=Torino%2BRestaurant%2Band%2BBar%2C%2B415%2BMain%2BSt%2C%2BHyannis%2C%2BMA%2C%2B02601,5758,665,https://onebite.app/restaurant/torino-restaurant-and-bar-hyannis-ma-b11be685,6.3,1.0
Pizza Barbone,https://onebite.app/restaurant/pizza-barbone-hyannis-ma-16981c7b/review/93eeb8c5-8e28-4f5b-b7ae-eefef3aae448,6.8,"Hyannis, MA",2020-07-27 22:00:00.000000,MA,Hyannis,"390 Main St, Hyannis, MA",https://google.com/maps/dir/?api=1&destination=Pizza%2BBarbone%2C%2B390%2BMain%2BSt%2C%2BHyannis%2C%2BMA%2C%2B02601,6101,545,https://onebite.app/restaurant/pizza-barbone-hyannis-ma-16981c7b,7.8,25.0
Palio Pizzeria,https://onebite.app/restaurant/palio-pizzeria-hyannis-ma-526532d2/review/02afaabd-6fe4-48f2-a9fd-14912cfffe0d,6.3,"Hyannis, MA",2020-07-23 22:00:00.000000,MA,Hyannis,"435 Main St, Hyannis, MA",https://google.com/maps/dir/?api=1&destination=Palio%2BPizzeria%2C%2B435%2BMain%2BSt%2C%2BHyannis%2C%2BMA%2C%2B02601,8194,1142,https://onebite.app/restaurant/palio-pizzeria-hyannis-ma-526532d2,7.6,42.0
British Beer Company,https://onebite.app/restaurant/british-beer-company-hyannis-ma-66553dcc/review/23d2279e-2bc8-4b84-807f-05b0b1c2f64c,6.8,"Hyannis, MA",2020-07-22 22:00:00.000000,MA,Hyannis,"412 Main St, Hyannis, MA",https://google.com/maps/dir/?api=1&destination=British%2BBeer%2BCompany%2C%2B412%2BMain%2BSt%2C%2BHyannis%2C%2BMA%2C%2B02601,6290,1063,https://onebite.app/restaurant/british-beer-company-hyannis-ma-66553dcc,7.0,7.0
Crust,https://onebite.app/restaurant/crust-cleveland-oh-d23e293c/review/e86e2188-343a-4641-9b44-d1f4354fb5d1,6.7,"Cleveland, OH",2020-07-16 22:00:00.000000,OH,Cleveland,"2258 Professor Ave, Cleveland, OH",https://google.com/maps/dir/?api=1&destination=Crust%2C%2B2258%2BProfessor%2BAve%2C%2BCleveland%2C%2BOH%2C%2B44113,8788,1024,https://onebite.app/restaurant/crust-cleveland-oh-d23e293c,7.2,27.0
Edison's Pizza Kitchen,https://onebite.app/restaurant/edisons-pizza-kitchen-cleveland-oh-cea944a5/review/7f3bd31d-cb65-47fc-b29c-3722a2ce417d,5.1,"Cleveland, OH",2020-07-15 22:00:00.000000,OH,Cleveland,"2373 Professor Ave, Cleveland, OH",https://google.com/maps/dir/?api=1&destination=Edison's%2BPizza%2BKitchen%2C%2B2373%2BProfessor%2BAve%2C%2BCleveland%2C%2BOH%2C%2B44113,7496,926,https://onebite.app/restaurant/edisons-pizza-kitchen-cleveland-oh-cea944a5,7.4,41.0
Vincenza's Pizza & Pasta,https://onebite.app/restaurant/vincenzas-pizza-and-pasta-cleveland-oh-40c42960/review/2ed65102-fb32-4d86-a922-89bf45eb6182,7.6,"Cleveland, OH",2020-07-14 22:00:00.000000,OH,Cleveland,"603 Prospect Ave E, Cleveland, OH",https://google.com/maps/dir/?api=1&destination=Vincenza's%2BPizza%2B%26%2BPasta%2C%2B603%2BProspect%2BAve%2BE%2C%2BCleveland%2C%2BOH%2C%2B44115,8112,850,https://onebite.app/restaurant/vincenzas-pizza-and-pasta-cleveland-oh-40c42960,7.3,31.0
Il Rione,https://onebite.app/restaurant/il-rione-cleveland-oh-fa481190/review/17d7d11f-d23b-43f7-89d3-be08db64437d,7.7,"Cleveland, OH",2020-07-13 22:00:00.000000,OH,Cleveland,"1303 W 65th St, Cleveland, OH",https://google.com/maps/dir/?api=1&destination=Il%2BRione%2C%2B1303%2BW%2B65th%2BSt%2C%2BCleveland%2C%2BOH%2C%2B44102,7729,1029,https://onebite.app/restaurant/il-rione-cleveland-oh-fa481190,8.5,62.0
Columbia Inn Restaurant,https://onebite.app/restaurant/columbia-inn-restaurant-montville-nj-e2bea950/review/6d42eb35-c916-4496-9f5a-a8f122534d1b,8.7,"Montville, NJ",2020-07-10 22:00:00.000000,NJ,Montville,"29 Main Rd, Montville, NJ",https://google.com/maps/dir/?api=1&destination=Columbia%2BInn%2BRestaurant%2C%2B29%2BMain%2BRd%2C%2BMontville%2C%2BNJ%2C%2B07045,8652,1171,https://onebite.app/restaurant/columbia-inn-restaurant-montville-nj-e2bea950,8.7,93.0
Vince the Pizza Prince,https://onebite.app/restaurant/vince-the-pizza-prince-scranton-pa-6966b6ff/review/0ae333b0-c6e5-43c0-ad1a-e4fac7fde562,7.5,"Scranton, PA",2020-07-09 22:00:00.000000,PA,Scranton,"600 Pittston Ave, Scranton, PA",https://google.com/maps/dir/?api=1&destination=Vince%2Bthe%2BPizza%2BPrince%2C%2B600%2BPittston%2BAve%2C%2BScranton%2C%2BPA%2C%2B18505,6672,938,https://onebite.app/restaurant/vince-the-pizza-prince-scranton-pa-6966b6ff,7.8,11.0
Foggy Nantucket,https://onebite.app/restaurant/foggy-nantucket-nantucket-ma-97b89eb8/review/c39749d4-3052-4b2a-b3e9-91fdab90fc82,6.8,"Nantucket, MA",2020-07-08 22:00:00.000000,MA,Nantucket,"147 Orange St, Nantucket, MA",https://google.com/maps/dir/?api=1&destination=Foggy%2BNantucket%2C%2B147%2BOrange%2BSt%2C%2BNantucket%2C%2BMA%2C%2B02554,7293,978,https://onebite.app/restaurant/foggy-nantucket-nantucket-ma-97b89eb8,6.8,1.0
Alfredo's Pizza Cafe,https://onebite.app/restaurant/alfredos-pizza-cafe-scranton-pa-cd713d02/review/b57bc251-d9d5-4cb5-b902-ca64912d050f,7.4,"Scranton, PA",2020-07-07 22:00:00.000000,PA,Scranton,"1040 S Washington Ave, Scranton, PA",https://google.com/maps/dir/?api=1&destination=Alfredo's%2BPizza%2BCafe%2C%2B1040%2BS%2BWashington%2BAve%2C%2BScranton%2C%2BPA%2C%2B18505,7738,1035,https://onebite.app/restaurant/alfredos-pizza-cafe-scranton-pa-cd713d02,6.8,33.0
Maroni's Pizza House,https://onebite.app/restaurant/maronis-pizza-house-scranton-pa-37cf8f82/review/7fa8b9cf-a57e-4f48-8208-f2e9d70346a6,7.5,"Scranton, PA",2020-07-06 22:00:00.000000,PA,Scranton,"1345 St Ann St, Scranton, PA",https://google.com/maps/dir/?api=1&destination=Maroni's%2BPizza%2BHouse%2C%2B1345%2BSt%2BAnn%2BSt%2C%2BScranton%2C%2BPA%2C%2B18504,6541,1140,https://onebite.app/restaurant/maronis-pizza-house-scranton-pa-37cf8f82,7.9,29.0
Sabatini's Pizza Inc,https://onebite.app/restaurant/sabatinis-pizza-inc-exeter-pa-7ec1f60a/review/74363d5d-d1ae-4451-b0e9-d67f36199379,7.9,"Exeter, PA",2020-07-03 22:00:00.000000,PA,Exeter,"1925 Wyoming Ave, Exeter, PA",https://google.com/maps/dir/?api=1&destination=Sabatini's%2BPizza%2BInc%2C%2B1925%2BWyoming%2BAve%2C%2BExeter%2C%2BPA%2C%2B18643,7073,1274,https://onebite.app/restaurant/sabatinis-pizza-inc-exeter-pa-7ec1f60a,8.1,69.0
Gerry's Pizzeria,https://onebite.app/restaurant/gerrys-pizzeria-wilkes-barre-pa-a58bd8d3/review/02b996a5-2f4a-48ab-aacb-ce0d5184f76b,8.1,"Wilkes Barre, PA",2020-07-02 22:00:00.000000,PA,Wilkes Barre,"496 Carey Ave, Wilkes Barre, PA",https://google.com/maps/dir/?api=1&destination=Gerry's%2BPizzeria%2C%2B496%2BCarey%2BAve%2C%2BWilkes%2BBarre%2C%2BPA%2C%2B18702,6360,1242,https://onebite.app/restaurant/gerrys-pizzeria-wilkes-barre-pa-a58bd8d3,8.0,32.0
Shelley's Pizza,https://onebite.app/restaurant/shelleys-pizza-wilkes-barre-pa-bc43d42d/review/1ee59f46-7929-4205-bfea-07a39bb38df5,7.3,"Wilkes Barre, PA",2020-07-01 22:00:00.000000,PA,Wilkes Barre,"Carey Avenue & Division St, Wilkes Barre, PA",https://google.com/maps/dir/?api=1&destination=Shelley's%2BPizza%2C%2BCarey%2BAvenue%2B%26%2BDivision%2BSt%2C%2BWilkes%2BBarre%2C%2BPA%2C%2B18701,6664,982,https://onebite.app/restaurant/shelleys-pizza-wilkes-barre-pa-bc43d42d,7.4,6.0
Angelo's Pizza,https://onebite.app/restaurant/angelos-pizza-wilkes-barre-pa-28200093/review/2ce7cb03-bb74-40d5-9e96-fb5c0ba89f2f,8.1,"Wilkes Barre, PA",2020-06-30 22:00:00.000000,PA,Wilkes Barre,"445 Hazle St, Wilkes Barre, PA",https://google.com/maps/dir/?api=1&destination=Angelo's%2BPizza%2C%2B445%2BHazle%2BSt%2C%2BWilkes%2BBarre%2C%2BPA%2C%2B18702,7530,1091,https://onebite.app/restaurant/angelos-pizza-wilkes-barre-pa-28200093,8.5,54.0
M & S Pizza II,https://onebite.app/restaurant/m-and-s-pizza-ii-rockaway-township-nj-eb0a1358/review/f24583e1-87aa-4a3a-bcce-e2179db9ad9f,6.9,"Rockaway Township, NJ",2020-06-29 22:00:00.000000,NJ,Rockaway Township,"424 US Hwy 46 W, Rockaway Township, NJ",https://google.com/maps/dir/?api=1&destination=M%2B%26%2BS%2BPizza%2BII%2C%2B424%2BUS%2BHwy%2B46%2BW%2C%2BRockaway%2BTownship%2C%2BNJ%2C%2B07866,7854,984,https://onebite.app/restaurant/m-and-s-pizza-ii-rockaway-township-nj-eb0a1358,7.5,25.0
Vinnie's Pizzeria & Ristoran...,https://onebite.app/restaurant/vinnies-pizzeria-and-ristorante-boonton-nj-386d61de/review/a4555bc2-d76e-4008-a129-e52aedfb7475,6.8,"Boonton, NJ",2020-06-26 22:00:00.000000,NJ,Boonton,"406 Main St, Boonton, NJ",https://google.com/maps/dir/?api=1&destination=Vinnie's%2BPizzeria%2B%26%2BRistorante%2C%2B406%2BMain%2BSt%2C%2BBoonton%2C%2BNJ%2C%2B07005,7360,1122,https://onebite.app/restaurant/vinnies-pizzeria-and-ristorante-boonton-nj-386d61de,8.1,6.0
Pasquale's Pizza,https://onebite.app/restaurant/pasquales-pizza-boonton-nj-2b167691/review/00579e54-21fd-4ae4-9270-8eeb408a7118,6.5,"Boonton, NJ",2020-06-25 22:00:00.000000,NJ,Boonton,"307 Main St, Boonton, NJ",https://google.com/maps/dir/?api=1&destination=Pasquale's%2BPizza%2C%2B307%2BMain%2BSt%2C%2BBoonton%2C%2BNJ%2C%2B07005,7685,754,https://onebite.app/restaurant/pasquales-pizza-boonton-nj-2b167691,8.1,23.0
Reservoir Tavern,https://onebite.app/restaurant/reservoir-tavern-boonton-nj-c1894ae7/review/b850e2e4-7fb0-4ccb-9db8-b16b51e59ddd,7.6,"Boonton, NJ",2020-06-24 22:00:00.000000,NJ,Boonton,"92 Parsippany Blvd, Boonton, NJ",https://google.com/maps/dir/?api=1&destination=Reservoir%2BTavern%2C%2B92%2BParsippany%2BBlvd%2C%2BBoonton%2C%2BNJ%2C%2B07005,7537,810,https://onebite.app/restaurant/reservoir-tavern-boonton-nj-c1894ae7,7.9,42.0
Millie's Old World Meatballs...,https://onebite.app/restaurant/millies-old-world-meatballs-and-pizza-morristown-nj-d889186b/review/20303082-be46-48a4-9973-e65a0a67acf2,6.7,"Morristown, NJ",2020-06-23 22:00:00.000000,NJ,Morristown,"60 South St, Morristown, NJ",https://google.com/maps/dir/?api=1&destination=Millie's%2BOld%2BWorld%2BMeatballs%2B%26%2BPizza%2C%2B60%2BSouth%2BSt%2C%2BMorristown%2C%2BNJ%2C%2B07960,7439,1049,https://onebite.app/restaurant/millies-old-world-meatballs-and-pizza-morristown-nj-d889186b,7.6,24.0
Renzo's Cafe Pizzeria,https://onebite.app/restaurant/renzos-cafe-pizzeria-boca-raton-fl-53785968/review/82335415-9148-40af-8570-d94573eb541d,7.5,"Boca Raton, FL",2020-06-22 22:00:00.000000,FL,Boca Raton,"1906 Clint Moore Rd, Boca Raton, FL",https://google.com/maps/dir/?api=1&destination=Renzo's%2BCafe%2BPizzeria%2C%2B1906%2BClint%2BMoore%2BRd%2C%2BBoca%2BRaton%2C%2BFL%2C%2B33496,6901,672,https://onebite.app/restaurant/renzos-cafe-pizzeria-boca-raton-fl-53785968,5.8,10.0
Nonna's,https://onebite.app/restaurant/nonnas-florham-park-nj-1458955c/review/bb082c1a-3abf-4644-8d17-ee636eb36289,7.7,"Florham Park, NJ",2020-06-21 16:00:00.000000,NJ,Florham Park,"176 Columbia Tpke, Florham Park, NJ",https://google.com/maps/dir/?api=1&destination=Nonna's%2C%2B176%2BColumbia%2BTpke%2C%2BFlorham%2BPark%2C%2BNJ%2C%2B07932,6496,774,https://onebite.app/restaurant/nonnas-florham-park-nj-1458955c,7.9,56.0
Brooklyn Boys Pizza & Pasta,https://onebite.app/restaurant/brooklyn-boys-pizza-and-pasta-boca-raton-fl-ed8a685a/review/5275fcdd-f986-4abf-83fd-135b11ba1c14,6.8,"Boca Raton, FL",2020-06-19 22:00:00.000000,FL,Boca Raton,"9967 Glades Rd, Boca Raton, FL",https://google.com/maps/dir/?api=1&destination=Brooklyn%2BBoys%2BPizza%2B%26%2BPasta%2C%2B9967%2BGlades%2BRd%2C%2BBoca%2BRaton%2C%2BFL%2C%2B33434,7352,690,https://onebite.app/restaurant/brooklyn-boys-pizza-and-pasta-boca-raton-fl-ed8a685a,7.2,16.0
Pizza District,https://onebite.app/restaurant/pizza-district-boca-raton-fl-1beaf619/review/37e6f46f-29f8-4be1-8b48-d1b4cba4adb3,7.6,"Boca Raton, FL",2020-06-18 22:00:00.000000,FL,Boca Raton,"6919 SW 18th St, Boca Raton, FL",https://google.com/maps/dir/?api=1&destination=Pizza%2BDistrict%2C%2B6919%2BSW%2B18th%2BSt%2C%2BBoca%2BRaton%2C%2BFL%2C%2B33433,6401,543,https://onebite.app/restaurant/pizza-district-boca-raton-fl-1beaf619,7.6,25.0
