name,link,score,location,date,state,city,address,map links,views,likes,cLink,cust_Score,num_Revs
Buddy's Pizza - Dearborn,https://onebite.app/restaurant/buddys-pizza-dearborn-dearborn-mi-856e8023/review/644320e6-e945-4ab1-bd5b-6860cdce1bf0,7.6,"Dearborn, MI",2017-10-05 20:00:00.000000,MI,Dearborn,"22148 Michigan Ave, Dearborn, MI",https://google.com/maps/dir/?api=1&destination=Buddy's%2BPizza%2B-%2BDearborn%2C%2B22148%2BMichigan%2BAve%2C%2BDearborn%2C%2BMI%2C%2B48124,9373,99,https://onebite.app/restaurant/buddys-pizza-dearborn-dearborn-mi-856e8023,7.9,40.0
&pizza - NoMad,https://onebite.app/restaurant/andpizza-nomad-new-york-city-ny-2a47c130/review/334be61c-dba3-497c-afa3-f18e77130031,6.3,"New York City, NY",2017-10-03 18:00:00.000000,NY,New York City,"15 W 28th St, New York City, NY",https://google.com/maps/dir/?api=1&destination=%26pizza%2B-%2BNoMad%2C%2B15%2BW%2B28th%2BSt%2C%2BNew%2BYork%2BCity%2C%2BNY%2C%2B10001,547,54,https://onebite.app/restaurant/andpizza-nomad-new-york-city-ny-2a47c130,7.0,9.0
&pizza - Astor Place,https://onebite.app/restaurant/andpizza-astor-place-new-york-city-ny-d2230e11/review/98208918-c45b-41b2-a1fd-6775e69c2976,6.3,"New York City, NY",2017-10-03 16:00:00.000000,NY,New York City,"740 Broadway, New York City, NY",https://google.com/maps/dir/?api=1&destination=%26pizza%2B-%2BAstor%2BPlace%2C%2B740%2BBroadway%2C%2BNew%2BYork%2BCity%2C%2BNY%2C%2B10003,530,54,https://onebite.app/restaurant/andpizza-astor-place-new-york-city-ny-d2230e11,6.1,8.0
Company,https://onebite.app/restaurant/company-new-york-ny-80f96c7b/review/cd5e8dd9-3f11-417c-9224-cad428e1130c,7.2,"New York, NY",2017-10-02 18:00:00.000000,NY,New York,"230 9th Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Company%2C%2B230%2B9th%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10001,672,56,https://onebite.app/restaurant/company-new-york-ny-80f96c7b,7.1,2.0
Benny Marzano's,https://onebite.app/restaurant/benny-marzanos-blacksburg-va-edffab63/review/0443f4bd-2643-4b6a-b442-6c0d3daa112b,7.1,"Blacksburg, VA",2017-09-30 18:00:00.000000,VA,Blacksburg,"110 Draper Rd NW, Blacksburg, VA",https://google.com/maps/dir/?api=1&destination=Benny%2BMarzano's%2C%2B110%2BDraper%2BRd%2BNW%2C%2BBlacksburg%2C%2BVA%2C%2B24060,6002,95,https://onebite.app/restaurant/benny-marzanos-blacksburg-va-edffab63,7.9,35.0
Bazbeaux Pizza,https://onebite.app/restaurant/bazbeaux-pizza-indianapolis-in-4e012e0e/review/03f3819d-5ca7-4282-85ba-6abc1aad257f,5.1,"Indianapolis, IN",2017-09-28 18:00:00.000000,IN,Indianapolis,"333 Massachusetts Ave, Indianapolis, IN",https://google.com/maps/dir/?api=1&destination=Bazbeaux%2BPizza%2C%2B333%2BMassachusetts%2BAve%2C%2BIndianapolis%2C%2BIN%2C%2B46204,4050,66,https://onebite.app/restaurant/bazbeaux-pizza-indianapolis-in-4e012e0e,5.6,14.0
Goodfellas Pizzeria,https://onebite.app/restaurant/goodfellas-pizzeria-indianapolis-in-dd8867c2/review/2f6b52b1-943c-4fe4-bf4b-c31b4d763e4c,8.1,"Indianapolis, IN",2017-09-27 18:00:00.000000,IN,Indianapolis,"545 Massachusetts Ave, Indianapolis, IN",https://google.com/maps/dir/?api=1&destination=Goodfellas%2BPizzeria%2C%2B545%2BMassachusetts%2BAve%2C%2BIndianapolis%2C%2BIN%2C%2B46204,12901,85,https://onebite.app/restaurant/goodfellas-pizzeria-indianapolis-in-dd8867c2,7.7,149.0
Napolese Pizzeria,https://onebite.app/restaurant/napolese-pizzeria-indianapolis-in-9012a246/review/e83f7b37-930a-45d5-ac3c-399460180ab1,4.1,"Indianapolis, IN",2017-09-26 18:00:00.000000,IN,Indianapolis,"30 S Meridian St, Indianapolis, IN",https://google.com/maps/dir/?api=1&destination=Napolese%2BPizzeria%2C%2B30%2BS%2BMeridian%2BSt%2C%2BIndianapolis%2C%2BIN%2C%2B46204,4446,71,https://onebite.app/restaurant/napolese-pizzeria-indianapolis-in-9012a246,7.0,10.0
Empire Slice House,https://onebite.app/restaurant/empire-slice-house-oklahoma-city-ok-9e3c6451/review/6fec151e-2fa6-48b0-81e2-752c0dc45def,7.5,"Oklahoma City, OK",2017-09-25 18:00:00.000000,OK,Oklahoma City,"1804 NW 16th St, Oklahoma City, OK",https://google.com/maps/dir/?api=1&destination=Empire%2BSlice%2BHouse%2C%2B1804%2BNW%2B16th%2BSt%2C%2BOklahoma%2BCity%2C%2BOK%2C%2B73106,9263,87,https://onebite.app/restaurant/empire-slice-house-oklahoma-city-ok-9e3c6451,7.6,74.0
Wig & Pen Pizza Pub,https://onebite.app/restaurant/wig-and-pen-pizza-pub-iowa-city-ia-62eb5224/review/1d054faa-3530-432f-9d10-f71f7b1ce958,7.1,"Iowa City, IA",2017-09-24 18:00:00.000000,IA,Iowa City,"1220 Hwy 6 W, Iowa City, IA",https://google.com/maps/dir/?api=1&destination=Wig%2B%26%2BPen%2BPizza%2BPub%2C%2B1220%2BHwy%2B6%2BW%2C%2BIowa%2BCity%2C%2BIA%2C%2B52246,5386,75,https://onebite.app/restaurant/wig-and-pen-pizza-pub-iowa-city-ia-62eb5224,7.6,19.0
Casey's,https://onebite.app/restaurant/caseys-coralville-ia-e79d3271/review/f9b185a0-af41-4eb2-a937-6eb8725613f4,5.2,"Coralville, IA",2017-09-23 18:00:00.000000,IA,Coralville,"1987 2nd St, Coralville, IA",https://google.com/maps/dir/?api=1&destination=Casey's%2C%2B1987%2B2nd%2BSt%2C%2BCoralville%2C%2BIA%2C%2B52241,6497,96,https://onebite.app/restaurant/caseys-coralville-ia-e79d3271,7.1,6.0
Nick's Pizza,https://onebite.app/restaurant/nicks-pizza-new-york-ny-28813ac5/review/4caf8088-655c-439d-aca8-5ca486e8d24d,6.6,"New York, NY",2017-09-22 18:00:00.000000,NY,New York,"1814 2nd Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Nick's%2BPizza%2C%2B1814%2B2nd%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10128,1913,74,https://onebite.app/restaurant/nicks-pizza-new-york-ny-28813ac5,7.2,14.0
Girello,https://onebite.app/restaurant/girello-new-york-ny-41ad6bd4/review/57c81379-b1fc-491d-81a7-4e14f7c21c0e,6.9,"New York, NY",2017-09-20 18:00:00.000000,NY,New York,"11 Varick St, New York, NY",https://google.com/maps/dir/?api=1&destination=Girello%2C%2B11%2BVarick%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10013,928,63,https://onebite.app/restaurant/girello-new-york-ny-41ad6bd4,6.9,1.0
Fenway Park,https://onebite.app/restaurant/fenway-park-boston-ma-b4400f4d/review/8f220d0f-36ea-49c4-8726-db2b73f728e1,2.4,"Boston, MA",2017-09-19 18:00:00.000000,MA,Boston,"4 Jersey St, Boston, MA",https://google.com/maps/dir/?api=1&destination=Fenway%2BPark%2C%2B4%2BJersey%2BSt%2C%2BBoston%2C%2BMA%2C%2B02115,6133,71,https://onebite.app/restaurant/fenway-park-boston-ma-b4400f4d,4.1,21.0
The Original Impellizeri's P...,https://onebite.app/restaurant/the-original-impellizeris-pizza-louisville-ky-c31d24e2/review/8d8feec6-b6c4-41e4-bb32-1d693d4136d2,5.8,"Louisville, KY",2017-09-18 18:00:00.000000,KY,Louisville,"110 W Main St, Louisville, KY",https://google.com/maps/dir/?api=1&destination=The%2BOriginal%2BImpellizeri's%2BPizza%2C%2B110%2BW%2BMain%2BSt%2C%2BLouisville%2C%2BKY%2C%2B40202,2401,74,https://onebite.app/restaurant/the-original-impellizeris-pizza-louisville-ky-c31d24e2,6.6,22.0
Bearno's By the Bridge,https://onebite.app/restaurant/bearnos-by-the-bridge-louisville-ky-c17859c4/review/acae3aad-a537-4061-818f-bfbe0835a482,6.4,"Louisville, KY",2017-09-16 18:00:00.000000,KY,Louisville,"131 W Main St, Louisville, KY",https://google.com/maps/dir/?api=1&destination=Bearno's%2BBy%2Bthe%2BBridge%2C%2B131%2BW%2BMain%2BSt%2C%2BLouisville%2C%2BKY%2C%2B40202,2652,65,https://onebite.app/restaurant/bearnos-by-the-bridge-louisville-ky-c17859c4,6.6,12.0
The Post,https://onebite.app/restaurant/the-post-louisville-ky-aa389f1f/review/283cfbba-8527-4763-be97-1790ebf0d214,0.2,"Louisville, KY",2017-09-15 18:00:00.000000,KY,Louisville,"1045 Goss Ave, Louisville, KY",https://google.com/maps/dir/?api=1&destination=The%2BPost%2C%2B1045%2BGoss%2BAve%2C%2BLouisville%2C%2BKY%2C%2B40217,10351,92,https://onebite.app/restaurant/the-post-louisville-ky-aa389f1f,6.7,45.0
Vapiano,https://onebite.app/restaurant/vapiano-new-york-ny-2ec84609/review/e4c1c40f-bedd-4e6b-9254-72760c1e6d84,5.2,"New York, NY",2017-09-14 18:00:00.000000,NY,New York,"113 University Pl, New York, NY",https://google.com/maps/dir/?api=1&destination=Vapiano%2C%2B113%2BUniversity%2BPl%2C%2BNew%2BYork%2C%2BNY%2C%2B10003,630,54,https://onebite.app/restaurant/vapiano-new-york-ny-2ec84609,5.6,4.0
Rock Pizza Scissors,https://onebite.app/restaurant/rock-pizza-scissors-new-york-ny-555c8013/review/d305cb16-5814-4d24-a78e-974c27666f3f,7.9,"New York, NY",2017-09-13 18:00:00.000000,NY,New York,"Broadway Between 42nd And 43rd St, New York, NY",https://google.com/maps/dir/?api=1&destination=Rock%2BPizza%2BScissors%2C%2BBroadway%2BBetween%2B42nd%2BAnd%2B43rd%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10036,2885,67,https://onebite.app/restaurant/rock-pizza-scissors-new-york-ny-555c8013,6.1,6.0
Sicilia Fine Italian Special...,https://onebite.app/restaurant/sicilia-fine-italian-specialties-columbus-oh-d0f5c228/review/4ea7b652-7789-430f-a11d-a3e06deda505,6.9,"Columbus, OH",2017-09-12 18:00:00.000000,OH,Columbus,"22 E Frambes Ave, Columbus, OH",https://google.com/maps/dir/?api=1&destination=Sicilia%2BFine%2BItalian%2BSpecialties%2C%2B22%2BE%2BFrambes%2BAve%2C%2BColumbus%2C%2BOH%2C%2B43201,3256,61,https://onebite.app/restaurant/sicilia-fine-italian-specialties-columbus-oh-d0f5c228,6.8,30.0
Adriatico's New York Style P...,https://onebite.app/restaurant/adriaticos-new-york-style-pizza-columbus-oh-b6734081/review/855236d0-a93c-4028-be2e-96efbb0acf5e,5.4,"Columbus, OH",2017-09-11 18:00:00.000000,OH,Columbus,"1618 Neil Ave, Columbus, OH",https://google.com/maps/dir/?api=1&destination=Adriatico's%2BNew%2BYork%2BStyle%2BPizza%2C%2B1618%2BNeil%2BAve%2C%2BColumbus%2C%2BOH%2C%2B43201,3929,61,https://onebite.app/restaurant/adriaticos-new-york-style-pizza-columbus-oh-b6734081,6.5,23.0
The O Patio & Pub,https://onebite.app/restaurant/the-o-patio-and-pub-columbus-oh-62d670ba/review/d4211203-a650-4f7f-a186-af5fff5f2d66,6.4,"Columbus, OH",2020-11-19 20:45:16.827840,OH,Columbus,"12 E 15th Ave, Columbus, OH",https://google.com/maps/dir/?api=1&destination=The%2BO%2BPatio%2B%26%2BPub%2C%2B12%2BE%2B15th%2BAve%2C%2BColumbus%2C%2BOH%2C%2B43201,3190,66,https://onebite.app/restaurant/the-o-patio-and-pub-columbus-oh-62d670ba,6.7,2.0
Leone's Pizza,https://onebite.app/restaurant/leones-pizza-columbus-oh-144214d3/review/9fb6bb0b-a359-43dd-ab78-cc799dc2499a,7.8,"Columbus, OH",2020-11-19 20:45:16.827840,OH,Columbus,"5413 Sinclair Rd, Columbus, OH",https://google.com/maps/dir/?api=1&destination=Leone's%2BPizza%2C%2B5413%2BSinclair%2BRd%2C%2BColumbus%2C%2BOH%2C%2B43229,8062,91,https://onebite.app/restaurant/leones-pizza-columbus-oh-144214d3,8.1,11.0
Regina Pizzeria,https://onebite.app/restaurant/regina-pizzeria-boston-ma-85eb63a9/review/7f43438e-1329-4367-b382-1877676c6561,9.1,"Boston, MA",2020-11-19 20:45:16.827840,MA,Boston,"11 1/2 Thacher St, Boston, MA",https://google.com/maps/dir/?api=1&destination=Regina%2BPizzeria%2C%2B11%2B1%2F2%2BThacher%2BSt%2C%2BBoston%2C%2BMA%2C%2B02113,42688,595,https://onebite.app/restaurant/regina-pizzeria-boston-ma-85eb63a9,8.7,620.0
Industry Kitchen,https://onebite.app/restaurant/industry-kitchen-new-york-ny-daf48578/review/2c4d934a-706d-443d-9122-c81a8cc80688,0.0,"New York, NY",2020-11-19 20:45:16.827840,NY,New York,"70 South St, New York, NY",https://google.com/maps/dir/?api=1&destination=Industry%2BKitchen%2C%2B70%2BSouth%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10005,12767,129,https://onebite.app/restaurant/industry-kitchen-new-york-ny-daf48578,4.5,4.0
Va Bene,https://onebite.app/restaurant/va-bene-new-york-ny-4b476372/review/6d88db8a-8ce2-4524-b930-0783261831e1,6.4,"New York, NY",2020-11-19 20:45:16.827840,NY,New York,"1589 2nd Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Va%2BBene%2C%2B1589%2B2nd%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10028,866,75,https://onebite.app/restaurant/va-bene-new-york-ny-4b476372,6.4,1.0
Ciao Vineria con Cucina,https://onebite.app/restaurant/ciao-vineria-con-cucina-new-york-ny-4e0a484c/review/c3b862f7-55f4-44ee-8b2c-9e8a0fbdbad2,7.7,"New York, NY",2017-08-31 18:00:00.000000,NY,New York,"178 Mulberry St, New York, NY",https://google.com/maps/dir/?api=1&destination=Ciao%2BVineria%2Bcon%2BCucina%2C%2B178%2BMulberry%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10012,561,55,https://onebite.app/restaurant/ciao-vineria-con-cucina-new-york-ny-4e0a484c,7.7,1.0
Sal's Little Italy,https://onebite.app/restaurant/sals-little-italy-new-york-ny-ddff12d6/review/68c59e3a-68ea-4277-ad36-3f80c0fa07a7,8.1,"New York, NY",2017-08-30 18:00:00.000000,NY,New York,"384 Broome St, New York, NY",https://google.com/maps/dir/?api=1&destination=Sal's%2BLittle%2BItaly%2C%2B384%2BBroome%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10013,2764,67,https://onebite.app/restaurant/sals-little-italy-new-york-ny-ddff12d6,7.6,72.0
Encore Beach Club,https://onebite.app/restaurant/encore-beach-club-las-vegas-nv-e6642c89/review/a6c578c4-ffb1-4dd5-91c8-42c1786b3483,1.4,"Las Vegas, NV",2017-08-29 18:00:00.000000,NV,Las Vegas,"3131 Las Vegas Blvd S, Las Vegas, NV",https://google.com/maps/dir/?api=1&destination=Encore%2BBeach%2BClub%2C%2B3131%2BLas%2BVegas%2BBlvd%2BS%2C%2BLas%2BVegas%2C%2BNV%2C%2B89109,8001,70,https://onebite.app/restaurant/encore-beach-club-las-vegas-nv-e6642c89,4.4,2.0
Pizza Rock,https://onebite.app/restaurant/pizza-rock-las-vegas-nv-b9f8a43e/review/61c7bfcb-2174-4afa-97d3-571736ea2628,7.3,"Las Vegas, NV",2017-08-28 23:00:00.000000,NV,Las Vegas,"201 N 3rd St, Las Vegas, NV",https://google.com/maps/dir/?api=1&destination=Pizza%2BRock%2C%2B201%2BN%2B3rd%2BSt%2C%2BLas%2BVegas%2C%2BNV%2C%2B89101,5199,67,https://onebite.app/restaurant/pizza-rock-las-vegas-nv-b9f8a43e,7.3,94.0
Naked City Pizza Shop,https://onebite.app/restaurant/naked-city-pizza-shop-las-vegas-nv-c28650d9/review/acd4260f-781a-4b7a-9a0c-1bcf206d4cc2,5.6,"Las Vegas, NV",2017-08-25 21:00:00.000000,NV,Las Vegas,"3240 S Arville St, Las Vegas, NV",https://google.com/maps/dir/?api=1&destination=Naked%2BCity%2BPizza%2BShop%2C%2B3240%2BS%2BArville%2BSt%2C%2BLas%2BVegas%2C%2BNV%2C%2B89102,2094,70,https://onebite.app/restaurant/naked-city-pizza-shop-las-vegas-nv-c28650d9,6.8,4.0
Moneyline Pizza & Bar,https://onebite.app/restaurant/moneyline-pizza-and-bar-las-vegas-nv-6967263d/review/d27e36d3-e4bb-4bde-82f8-2e3766cb212e,6.2,"Las Vegas, NV",2017-08-24 04:00:00.000000,NV,Las Vegas,"3730 Las Vegas Blvd S, Las Vegas, NV",https://google.com/maps/dir/?api=1&destination=Moneyline%2BPizza%2B%26%2BBar%2C%2B3730%2BLas%2BVegas%2BBlvd%2BS%2C%2BLas%2BVegas%2C%2BNV%2C%2B89109,3238,58,https://onebite.app/restaurant/moneyline-pizza-and-bar-las-vegas-nv-6967263d,6.6,42.0
Lil Frankie's,https://onebite.app/restaurant/lil-frankies-new-york-ny-c49b4593/review/8549fd6f-d407-40eb-a096-b979b34d7e30,8.5,"New York, NY",2017-08-21 18:00:00.000000,NY,New York,"19 1st Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Lil%2BFrankie's%2C%2B19%2B1st%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10003,4341,75,https://onebite.app/restaurant/lil-frankies-new-york-ny-c49b4593,7.9,36.0
Oath Pizza - Nantucket,https://onebite.app/restaurant/oath-pizza-nantucket-nantucket-ma-387b8e35/review/f29a8ef3-dfd1-4785-a0d1-3a1e21d6a2ce,9.3,"Nantucket, MA",2017-08-17 18:00:00.000000,MA,Nantucket,"44 Straight Wharf, Nantucket, MA",https://google.com/maps/dir/?api=1&destination=Oath%2BPizza%2B-%2BNantucket%2C%2B44%2BStraight%2BWharf%2C%2BNantucket%2C%2BMA%2C%2B02554,14449,125,https://onebite.app/restaurant/oath-pizza-nantucket-nantucket-ma-387b8e35,8.0,47.0
Speedy Romeo,https://onebite.app/restaurant/speedy-romeo-new-york-ny-24da2dd3/review/4b91a455-bb5d-4865-82ba-d85f876c536a,8.3,"New York, NY",2017-08-11 18:00:00.000000,NY,New York,"63 Clinton St, New York, NY",https://google.com/maps/dir/?api=1&destination=Speedy%2BRomeo%2C%2B63%2BClinton%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10002,2709,58,https://onebite.app/restaurant/speedy-romeo-new-york-ny-24da2dd3,7.7,21.0
Tavola,https://onebite.app/restaurant/tavola-new-york-ny-774116b3/review/ce8b9edd-c342-4b9f-b3cc-e7ccebf7ff04,6.3,"New York, NY",2017-08-10 18:00:00.000000,NY,New York,"488 9th Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Tavola%2C%2B488%2B9th%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10018,722,53,https://onebite.app/restaurant/tavola-new-york-ny-774116b3,6.3,6.0
Sacco Pizza,https://onebite.app/restaurant/sacco-pizza-new-york-ny-38a36000/review/aa10c26a-eee3-4ce7-be54-f1c3a9438401,8.1,"New York, NY",2020-11-20 20:45:16.827840,NY,New York,"819 9th Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Sacco%2BPizza%2C%2B819%2B9th%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10019,3282,57,https://onebite.app/restaurant/sacco-pizza-new-york-ny-38a36000,7.8,69.0
New Park Pizza,https://onebite.app/restaurant/new-park-pizza-howard-beach-ny-d399ffa2/review/3e55aff1-abf1-42c0-b046-c76a819d45d4,7.8,"Howard Beach, NY",2020-11-20 20:45:16.827840,NY,Howard Beach,"15671 Crossbay Blvd, Howard Beach, NY",https://google.com/maps/dir/?api=1&destination=New%2BPark%2BPizza%2C%2B15671%2BCrossbay%2BBlvd%2C%2BHoward%2BBeach%2C%2BNY%2C%2B11414,7636,67,https://onebite.app/restaurant/new-park-pizza-howard-beach-ny-d399ffa2,8.2,181.0
Pies on Wheels,https://onebite.app/restaurant/pies-on-wheels-saratoga-springs-ny-e8d03ffc/review/ca69d6ae-5402-40f7-81a9-5e18a33678de,6.5,"Saratoga Springs, NY",2020-11-20 20:45:16.827840,NY,Saratoga Springs,"267 Union Ave, Saratoga Springs, NY",https://google.com/maps/dir/?api=1&destination=Pies%2Bon%2BWheels%2C%2B267%2BUnion%2BAve%2C%2BSaratoga%2BSprings%2C%2BNY%2C%2B12866,1245,67,https://onebite.app/restaurant/pies-on-wheels-saratoga-springs-ny-e8d03ffc,6.3,6.0
Nove Italian Restaurant,https://onebite.app/restaurant/nove-italian-restaurant-gansevoort-ny-094c0422/review/3f05f5bd-0c69-4af4-8203-74151789cbda,8.6,"Gansevoort, NY",2020-11-20 20:45:16.827840,NY,Gansevoort,"707 Rt 9, Gansevoort, NY",https://google.com/maps/dir/?api=1&destination=Nove%2BItalian%2BRestaurant%2C%2B707%2BRt%2B9%2C%2BGansevoort%2C%2BNY%2C%2B12831,4280,82,https://onebite.app/restaurant/nove-italian-restaurant-gansevoort-ny-094c0422,8.3,29.0
Song E Napule,https://onebite.app/restaurant/song-e-napule-new-york-ny-9e52b33e/review/bc1937ed-7281-4d0b-956b-ba788c0d4681,7.7,"New York, NY",2020-11-20 20:45:16.827840,NY,New York,"146 W Houston St, New York, NY",https://google.com/maps/dir/?api=1&destination=Song%2BE%2BNapule%2C%2B146%2BW%2BHouston%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10012,862,53,https://onebite.app/restaurant/song-e-napule-new-york-ny-9e52b33e,8.7,13.0
La Vera Pizzeria & Restauran...,https://onebite.app/restaurant/la-vera-pizzeria-and-restaurant-new-york-ny-d1fcf46a/review/d8238198-7160-473e-bf3c-c719881f995a,6.2,"New York, NY",2017-07-31 18:00:00.000000,NY,New York,"922 2nd Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=La%2BVera%2BPizzeria%2B%26%2BRestaurant%2C%2B922%2B2nd%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10017,950,53,https://onebite.app/restaurant/la-vera-pizzeria-and-restaurant-new-york-ny-d1fcf46a,6.3,20.0
Manhattan Brick Oven Pizza,https://onebite.app/restaurant/manhattan-brick-oven-pizza-new-york-ny-3f5ad752/review/b4229402-e3e5-419d-8c84-265440949c07,7.9,"New York, NY",2017-07-27 18:00:00.000000,NY,New York,"1159 3rd Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Manhattan%2BBrick%2BOven%2BPizza%2C%2B1159%2B3rd%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10065,1769,53,https://onebite.app/restaurant/manhattan-brick-oven-pizza-new-york-ny-3f5ad752,6.7,10.0
